,article_name,country,revision_id,article_quality,population
42191,Eliaba James Surur,Sudan,796447870,Start,40883900
42192,Peter Nyot Kok,Sudan,797494279,Stub,40883900
42193,Awn Alsharif Qasim,Sudan,798077425,Start,40883900
42194,Farouk Abu Issa,Sudan,798617013,Stub,40883900
42195,Mirghani Alnasri,Sudan,799012335,Stub,40883900
42196,Ibrahim Abboud,Sudan,799027348,C,40883900
42197,Template:Sudan-politician-stub,Sudan,799375015,Stub,40883900
42198,Template:Sudan-diplomat-stub,Sudan,799378675,Stub,40883900
42199,Rashid Bakr,Sudan,799676317,Stub,40883900
42200,John Garang,Sudan,799693563,C,40883900
42201,Gordon Muortat Mayen,Sudan,799693777,GA,40883900
42202,Joseph Lagu,Sudan,799694362,Start,40883900
42203,Bakri Hassan Saleh,Sudan,799922248,Start,40883900
42204,Ret Chol,Sudan,799923926,Start,40883900
42205,Samuel Aru Bol,Sudan,800066362,Start,40883900
42206,Ahmed al-Mirghani,Sudan,800091530,Start,40883900
42207,Gaafar Nimeiry,Sudan,800124827,C,40883900
42208,Fatima Abdel Mahmoud,Sudan,800132605,Start,40883900
42209,Theophilus Ochang,Sudan,800947889,Start,40883900
42210,Muhammad Sharif (Kalifa),Sudan,800961550,Start,40883900
42211,List of heads of state of South Sudan,Sudan,801096959,C,40883900
42212,Sudanese Ambassador to the United States,Sudan,801197428,Start,40883900
42213,Al-Jazuli Daf'allah,Sudan,802314534,Stub,40883900
42214,Malik Agar,Sudan,802340254,Start,40883900
42215,Salva Kiir Mayardit,Sudan,802421463,GA,40883900
42216,Lawrence Lual Lual,Sudan,802637357,C,40883900
42217,Vice President of Sudan,Sudan,803001805,C,40883900
42218,Abd an-Nabi Abd al-Qadir Mursal,Sudan,803705358,Stub,40883900
42219,Dominic Dim Deng,Sudan,803815872,Start,40883900
42220,Mansour Khalid,Sudan,804678865,C,40883900
42221,Ahmed Haroun,Sudan,804808535,C,40883900
42222,Abdallahi ibn Muhammad,Sudan,805308710,C,40883900
42223,Ghazi al-Sadiq,Sudan,805444943,Stub,40883900
42224,Babiker Awadalla,Sudan,805875577,Start,40883900
42225,Adil Abdel Aati,Sudan,806884959,Start,40883900
42226,Omar al-Bashir,Sudan,807184700,B,40883900
42227,"List of members of the parliament of East Timor, 2001–07",Timor-Leste,638566016,Start,1244759
42228,José Abel,Timor-Leste,699698855,Stub,1244759
42229,Rogerio Lobato,Timor-Leste,712249441,Stub,1244759
42230,Manuel Magalhaes de Oliveira,Timor-Leste,720011934,Stub,1244759
42231,João Viegas Carrascalão,Timor-Leste,737687072,Start,1244759
42232,Manuel Carrascalão,Timor-Leste,753061850,Stub,1244759
42233,Adalgisa Magno Guterres,Timor-Leste,755908563,Stub,1244759
42234,María do Céu,Timor-Leste,755908564,Stub,1244759
42235,Ana Pessoa Pinto,Timor-Leste,757539934,Stub,1244759
42236,Rosa Bonaparte,Timor-Leste,760534473,Stub,1244759
42237,Fernanda Borges,Timor-Leste,765600414,Stub,1244759
42238,Nicolau dos Reis Lobato,Timor-Leste,772890380,Stub,1244759
42239,Adalgisa Ximenes,Timor-Leste,779579546,Stub,1244759
42240,Milena Pires,Timor-Leste,788017619,Start,1244759
42241,Alfredo Pires,Timor-Leste,788450147,Stub,1244759
42242,Mário Viegas Carrascalão,Timor-Leste,793270640,C,1244759
42243,José Abílio Osório Soares,Timor-Leste,793454583,Start,1244759
42244,Roque Rodrigues,Timor-Leste,796722416,Stub,1244759
42245,Avelino Coelho da Silva,Timor-Leste,796886084,Stub,1244759
42246,Manuel Tilman,Timor-Leste,797040695,Stub,1244759
42247,Isabel da Costa Ferreira,Timor-Leste,797279277,B,1244759
42248,Emília Pires,Timor-Leste,797438594,C,1244759
42249,Xanana Gusmão,Timor-Leste,798242613,C,1244759
42250,José Luís Guterres,Timor-Leste,798334210,Start,1244759
42251,Arsénio Bano,Timor-Leste,798969127,Stub,1244759
42252,Nino Konis Santana,Timor-Leste,799059687,Stub,1244759
42253,President of East Timor,Timor-Leste,799570306,C,1244759
42254,Estanislau da Silva,Timor-Leste,802072802,Start,1244759
42255,José Ramos-Horta,Timor-Leste,802765398,B,1244759
42256,Fernando de Araújo (East Timorese politician),Timor-Leste,803043434,C,1244759
42257,Taur Matan Ruak,Timor-Leste,803615826,C,1244759
42258,Lúcia Lobato,Timor-Leste,803664269,Start,1244759
42259,Francisco Xavier do Amaral,Timor-Leste,803969836,C,1244759
42260,Vicente Guterres,Timor-Leste,804966906,Start,1244759
42261,Rui Maria de Araújo,Timor-Leste,805183458,Start,1244759
42262,Francisco Guterres,Timor-Leste,806140876,Start,1244759
42263,Lee Ja-kyum,"Korea, South",640214913,Stub,50713867
42264,"List of members of the National Assembly (South Korea), 1950–54","Korea, South",663348266,Stub,50713867
42265,Park In-won,"Korea, South",703478926,Stub,50713867
42266,An Chang-ryon,"Korea, South",705419921,Stub,50713867
42267,An Myong-ok,"Korea, South",705420162,Stub,50713867
42268,An Yong-hyon,"Korea, South",705420173,Stub,50713867
42269,Paek Se-yun,"Korea, South",705426676,Stub,50713867
42270,Pak Chang-sik,"Korea, South",705426756,Stub,50713867
42271,Paek Se-bong,"Korea, South",705426772,Stub,50713867
42272,Chung Chil-sung,"Korea, South",706236661,Stub,50713867
42273,Moon Sung-hyun,"Korea, South",707417047,Stub,50713867
42274,Template:SouthKorea-politician-stub,"Korea, South",707538833,Stub,50713867
42275,Kim Dal-hyon,"Korea, South",710128260,Stub,50713867
42276,Template:SouthKorea-mayor-stub,"Korea, South",712862189,Stub,50713867
42277,Template:NorthKorea-politician-stub,"Korea, South",713655338,Stub,50713867
42278,Kim Young-il,"Korea, South",715553965,Stub,50713867
42279,Kim Seung-kew,"Korea, South",716323288,Stub,50713867
42280,Seo Young-kyo,"Korea, South",717405394,Start,50713867
42281,Min Jong-gi,"Korea, South",718134464,Stub,50713867
42282,Gil Jae,"Korea, South",721268941,Stub,50713867
42283,Kim Pong-chol,"Korea, South",721322237,Start,50713867
42284,Wang Jha-ji,"Korea, South",721906371,C,50713867
42285,Yun Chi-sung,"Korea, South",722001807,Stub,50713867
42286,Yu Chin-san,"Korea, South",722185772,Start,50713867
42287,Lee Lyang,"Korea, South",722236887,Start,50713867
42288,Seong Seung,"Korea, South",722372703,Stub,50713867
42289,Pak Chun-hwa,"Korea, South",722420728,Stub,50713867
42290,Han Kil-son,"Korea, South",722420794,Stub,50713867
42291,Yun Chi-oh,"Korea, South",722683591,Stub,50713867
42292,Lee Wu-jong,"Korea, South",723064614,Stub,50713867
42293,Yun Chi-wang,"Korea, South",723071652,C,50713867
42294,Shin Kuhn,"Korea, South",723082428,Stub,50713867
42295,Jeong Yol,"Korea, South",723825088,Stub,50713867
42296,Kwak Yi-kyong,"Korea, South",723865247,Stub,50713867
42297,Kang Phyo-yong,"Korea, South",724240738,Stub,50713867
42298,Kang Tong-yun,"Korea, South",724244155,C,50713867
42299,Yang Sun-im,"Korea, South",725046275,Stub,50713867
42300,Ok Kwan-bin,"Korea, South",725975201,Stub,50713867
42301,Shim Soon-taek,"Korea, South",726033768,Stub,50713867
42302,Choi Sae-hwang,"Korea, South",726602391,Start,50713867
42303,Kim Se-jin (politician),"Korea, South",726856714,Stub,50713867
42304,Pak Kyong-sam,"Korea, South",729463035,Stub,50713867
42305,Yu Kil-chun,"Korea, South",739519481,Start,50713867
42306,Kang Mun-sok,"Korea, South",746075383,Stub,50713867
42307,Cheon Ho-sun,"Korea, South",754056660,Stub,50713867
42308,Yun Hyu,"Korea, South",756020666,Start,50713867
42309,Yi Dong-hwi,"Korea, South",756194545,Stub,50713867
42310,Yun Young-sun (minister),"Korea, South",757933900,Stub,50713867
42311,Myeongnim Dap-bu,"Korea, South",759510973,Start,50713867
42312,Yu In-chon,"Korea, South",760062536,Start,50713867
42313,Kang Ki-sop,"Korea, South",761863449,Stub,50713867
42314,Yang Bin (businessman),"Korea, South",763729353,Start,50713867
42315,Yun Chi-chang,"Korea, South",763776345,Stub,50713867
42316,Kim Yong-chol,"Korea, South",764189693,Stub,50713867
42317,Ri Myong-su,"Korea, South",764763414,Stub,50713867
42318,Kang Ha-guk,"Korea, South",764975202,Stub,50713867
42319,Pak Tongjin,"Korea, South",764979199,Stub,50713867
42320,Chung Doo-un,"Korea, South",764985462,Stub,50713867
42321,So Chol,"Korea, South",766131146,Stub,50713867
42322,Kim Ung,"Korea, South",766617071,Start,50713867
42323,Jon In-chan,"Korea, South",766617494,Stub,50713867
42324,Chu Yong-ha,"Korea, South",766618027,C,50713867
42325,Kim Yong-jae,"Korea, South",766618097,Stub,50713867
42326,Kang Kwan-il,"Korea, South",766699359,Stub,50713867
42327,Ri Je-gang,"Korea, South",767354167,Start,50713867
42328,Yun Jong-rin,"Korea, South",768389013,Stub,50713867
42329,Kim Chol,"Korea, South",769226708,Start,50713867
42330,Pae Tal-jun,"Korea, South",769730818,Stub,50713867
42331,Paek Hak-rim,"Korea, South",769730859,C,50713867
42332,Paek Nam-il,"Korea, South",769731158,Stub,50713867
42333,Ro Tu-chol,"Korea, South",769732949,Stub,50713867
42334,O Sang-hon,"Korea, South",770531685,Stub,50713867
42335,Jee Man-won,"Korea, South",770610211,Stub,50713867
42336,Kim Wan-ju,"Korea, South",770622878,Stub,50713867
42337,Park Yong-jin,"Korea, South",770623036,Start,50713867
42338,Yun Il-seon,"Korea, South",770756770,Stub,50713867
42339,Lee Jong-kul,"Korea, South",770757174,Stub,50713867
42340,Kim Hyun-jong,"Korea, South",770760118,Stub,50713867
42341,Park Seung,"Korea, South",770896283,Stub,50713867
42342,Kazushige Ugaki,"Korea, South",771489683,C,50713867
42343,Yu Eung-bu,"Korea, South",772391926,Stub,50713867
42344,Yun Im,"Korea, South",772650831,Stub,50713867
42345,Shin Jeong-yil,"Korea, South",774019979,C,50713867
42346,Shin Ki-ha,"Korea, South",774367693,Stub,50713867
42347,Lee Chunhee,"Korea, South",775234175,Stub,50713867
42348,Kim Wan-su,"Korea, South",775363256,Stub,50713867
42349,Ahn Dae-hee,"Korea, South",775458263,Stub,50713867
42350,Ahn Gyu-baek,"Korea, South",775458608,Start,50713867
42351,Park Hong-keun,"Korea, South",775458639,Start,50713867
42352,An Bangjun,"Korea, South",775830671,Start,50713867
42353,Sanggung,"Korea, South",775843758,Start,50713867
42354,Sim Euigyeom,"Korea, South",775928483,Stub,50713867
42355,Gim Ikhun,"Korea, South",775931704,Start,50713867
42356,Gim Seokju,"Korea, South",775933820,Stub,50713867
42357,Song Ikpil,"Korea, South",775938263,Stub,50713867
42358,Han Song-ryol,"Korea, South",776025649,Stub,50713867
42359,Hwang Gi-cheon,"Korea, South",776273327,Stub,50713867
42360,Jo Sik,"Korea, South",776759832,Stub,50713867
42361,Ahn Sang-yeong,"Korea, South",777008205,Stub,50713867
42362,Jang Deok-jin,"Korea, South",777070214,Stub,50713867
42363,Park Myung-keun,"Korea, South",777079186,Stub,50713867
42364,Kang Min-chol,"Korea, South",778257660,Start,50713867
42365,Ho Dam,"Korea, South",778395726,Stub,50713867
42366,Kim Il-chol,"Korea, South",778914538,Stub,50713867
42367,Kim Jae-soon,"Korea, South",778915319,Stub,50713867
42368,Kim Jin-sun,"Korea, South",778916810,Stub,50713867
42369,Kang Kwan-ju,"Korea, South",778930323,Start,50713867
42370,Kim Yong-il,"Korea, South",778937252,Start,50713867
42371,Lim Heon-yong,"Korea, South",779362580,Stub,50713867
42372,Kim Il-ung,"Korea, South",779544705,Stub,50713867
42373,Koo Kyo-hyun,"Korea, South",779544873,Stub,50713867
42374,Moon Sung-keun,"Korea, South",779579628,C,50713867
42375,Ji Sang-wook,"Korea, South",780227423,Start,50713867
42376,Kim Tok-hun,"Korea, South",780714034,Stub,50713867
42377,Chung Hong-won,"Korea, South",781133659,C,50713867
42378,Kim Byong-joon,"Korea, South",781134255,Stub,50713867
42379,Gim Hyowon,"Korea, South",781164797,Stub,50713867
42380,Jeong Seung-hwa,"Korea, South",781756552,Start,50713867
42381,Jang Tae-wan,"Korea, South",781763272,Stub,50713867
42382,Choe Deok-sin,"Korea, South",781806987,Start,50713867
42383,Yon Hyong-muk,"Korea, South",781808107,Start,50713867
42384,Ryu Mi-yong,"Korea, South",781812539,Stub,50713867
42385,Hong Ihk-pyo,"Korea, South",782498395,Start,50713867
42386,Jeon Soon-ok,"Korea, South",782649404,Stub,50713867
42387,Park Cha-jeong,"Korea, South",783818556,Stub,50713867
42388,Hong Uwon,"Korea, South",784233399,Stub,50713867
42389,Lee Hae-chan,"Korea, South",785317852,C,50713867
42390,Gungnyeo,"Korea, South",785485232,GA,50713867
42391,Kim Won-hong,"Korea, South",785899763,Start,50713867
42392,Hwang Yun-gil,"Korea, South",785940896,Start,50713867
42393,Kim Ok,"Korea, South",786126293,Start,50713867
42394,Kim Cheon-il,"Korea, South",787065740,Start,50713867
42395,Mun Ikjeom,"Korea, South",787278512,Start,50713867
42396,Kim Chon-hae,"Korea, South",787319404,Start,50713867
42397,Kang Hyong-bong,"Korea, South",787962205,Stub,50713867
42398,Choe Su-hon,"Korea, South",787978743,Stub,50713867
42399,Alexandra Kim,"Korea, South",788392948,Start,50713867
42400,Kim Byung-kee,"Korea, South",788437529,Stub,50713867
42401,Choe Pu-il,"Korea, South",788583377,Stub,50713867
42402,Pak Paengnyeon,"Korea, South",788605544,Start,50713867
42403,Seong Sam-mun,"Korea, South",788605797,Start,50713867
42404,Yun Won-hyung,"Korea, South",788612974,Start,50713867
42405,Yun Doo-su,"Korea, South",788640081,Start,50713867
42406,Yun Geun-su,"Korea, South",788640245,Stub,50713867
42407,Yi Sanhae,"Korea, South",788729537,Stub,50713867
42408,Jeong Cheol,"Korea, South",788729652,Stub,50713867
42409,Yi Gae,"Korea, South",788747416,Start,50713867
42410,Seong Huian,"Korea, South",788748867,Stub,50713867
42411,Hwangbo In,"Korea, South",788801029,Stub,50713867
42412,An Kyong-ho,"Korea, South",788938026,Stub,50713867
42413,Yun Yeong-ryeol,"Korea, South",789009488,Stub,50713867
42414,Yu Myung-hwan,"Korea, South",790178486,Start,50713867
42415,Yoon Young-kwan,"Korea, South",790178940,Start,50713867
42416,Yoon Jeung-hyun,"Korea, South",790179508,Stub,50713867
42417,Suh Sang-chul,"Korea, South",790180349,Start,50713867
42418,Lee Sang-deuk,"Korea, South",790187829,Start,50713867
42419,Park Jong-sun,"Korea, South",790188625,Stub,50713867
42420,Ryu Sunjeong,"Korea, South",790419514,Stub,50713867
42421,Bak Jeongyang,"Korea, South",790471209,Stub,50713867
42422,Bak Maeng-woo,"Korea, South",790471224,C,50713867
42423,Pak Se-yong,"Korea, South",790659807,C,50713867
42424,Prime Minister of Imperial Korea,"Korea, South",791160377,Start,50713867
42425,Lee Wan-koo,"Korea, South",791389950,Start,50713867
42426,Myocheong,"Korea, South",791599868,Start,50713867
42427,Pak Chun-hong,"Korea, South",792007741,Start,50713867
42428,Kim Chang-ryong,"Korea, South",792037093,Start,50713867
42429,Lee Chul-woo,"Korea, South",793026670,Stub,50713867
42430,Ro Song-sil,"Korea, South",793548617,Start,50713867
42431,Kim Choong-soo,"Korea, South",793901217,Start,50713867
42432,Pak Nam-gi,"Korea, South",793925216,Start,50713867
42433,Lee Ki-poong,"Korea, South",793977966,Start,50713867
42434,Kang Song-san,"Korea, South",794283946,Stub,50713867
42435,Hong Song-nam,"Korea, South",794344917,Stub,50713867
42436,Yun Duk-min,"Korea, South",794638210,Stub,50713867
42437,List of Prime Ministers of Korea,"Korea, South",794690792,Stub,50713867
42438,Yun-Tae Kim,"Korea, South",795290540,Start,50713867
42439,Hasegawa Yoshimichi,"Korea, South",795430994,Start,50713867
42440,Cheong Yang-seog,"Korea, South",795546187,Stub,50713867
42441,Chin Young,"Korea, South",795546191,Start,50713867
42442,Cho Hun-hyun,"Korea, South",795546193,GA,50713867
42443,Hong Jung-wook,"Korea, South",795546212,C,50713867
42444,Hwang Woo-yea,"Korea, South",795546214,Start,50713867
42445,Jeon Yeo-ok,"Korea, South",795546218,Start,50713867
42446,Kim Kwan-yong,"Korea, South",795546228,Start,50713867
42447,Lee Hahn-koo,"Korea, South",795546245,Stub,50713867
42448,Lee Jung-hyun (politician),"Korea, South",795546256,Stub,50713867
42449,Moon Dae-sung,"Korea, South",795546269,C,50713867
42450,Choe Bu,"Korea, South",795690177,FA,50713867
42451,Gim Manjung,"Korea, South",796288571,Start,50713867
42452,Pak Chesoon,"Korea, South",796493709,C,50713867
42453,Gim Yuk,"Korea, South",796840551,Start,50713867
42454,Sam of Gojoseon,"Korea, South",796864047,Start,50713867
42455,No Choe,"Korea, South",796864173,Start,50713867
42456,No In,"Korea, South",796864214,Stub,50713867
42457,Jang Hyeongwang,"Korea, South",796983268,Stub,50713867
42458,Sin Sukju,"Korea, South",797019806,Start,50713867
42459,Mun Song-sul,"Korea, South",797028964,Stub,50713867
42460,Independence Club,"Korea, South",797070010,B,50713867
42461,Independence Gate,"Korea, South",797070013,Start,50713867
42462,Kim Kyu-sik,"Korea, South",797070016,C,50713867
42463,Lee Kyu-wan,"Korea, South",797070025,Start,50713867
42464,People's joint association,"Korea, South",797070030,Start,50713867
42465,Philip Jaisohn (statue),"Korea, South",797070032,Stub,50713867
42466,Seo Jae-chang,"Korea, South",797070033,Start,50713867
42467,Tongnip Sinmun,"Korea, South",797070040,C,50713867
42468,Yeongeunmun,"Korea, South",797070042,C,50713867
42469,Heo Jeok,"Korea, South",797204242,Stub,50713867
42470,Heo Mok,"Korea, South",797204305,C,50713867
42471,Han Eum,"Korea, South",797294137,Start,50713867
42472,Ha Wiji,"Korea, South",797302131,Stub,50713867
42473,Choe Yong-gon (vice-premier),"Korea, South",797521133,Stub,50713867
42474,Cho Bong-am,"Korea, South",797696038,Start,50713867
42475,Soh Jaipil,"Korea, South",797733673,C,50713867
42476,Gim Du-han,"Korea, South",797790785,C,50713867
42477,Gim Jil,"Korea, South",797790889,Start,50713867
42478,Kim Eul-dong,"Korea, South",797790975,Stub,50713867
42479,Kim Ok-gyun,"Korea, South",797791000,C,50713867
42480,Kim Yong-woo,"Korea, South",797791013,Stub,50713867
42481,Gwon Sangha,"Korea, South",797793617,Stub,50713867
42482,Seonghan of Silla,"Korea, South",797806070,Stub,50713867
42483,Kim Chong-hoh,"Korea, South",797806095,Stub,50713867
42484,Song In,"Korea, South",797889698,Start,50713867
42485,Song Byeong-jun,"Korea, South",797890729,Start,50713867
42486,Song Ja,"Korea, South",797890745,Start,50713867
42487,Song Jun-gil,"Korea, South",797890818,Stub,50713867
42488,Song Si-yeol,"Korea, South",797890846,Start,50713867
42489,Chung Ho-yong,"Korea, South",798295710,Stub,50713867
42490,Kim Jong Suk (government official),"Korea, South",798385390,Stub,50713867
42491,Lee Jae-myung,"Korea, South",798611948,Start,50713867
42492,Pang Chol-gap,"Korea, South",798653258,Stub,50713867
42493,Bak Wonjong,"Korea, South",798775829,Stub,50713867
42494,Choe Myeong-gil,"Korea, South",798804327,Stub,50713867
42495,Jeong Nan-jeong,"Korea, South",798806343,Start,50713867
42496,Kim Kyong-hui,"Korea, South",798980515,C,50713867
42497,Choe Sang-rim,"Korea, South",799082374,Start,50713867
42498,Lee Nak-hoon,"Korea, South",799083872,C,50713867
42499,Choe Hang (Joseon civil minister),"Korea, South",799275619,Stub,50713867
42500,Yi Jehyeon,"Korea, South",799467569,Stub,50713867
42501,Pak Song-chol,"Korea, South",799635574,Stub,50713867
42502,Ri Jong-ok,"Korea, South",799635602,Stub,50713867
42503,Ri Kun-mo,"Korea, South",799635659,Stub,50713867
42504,Yoo Il-ho,"Korea, South",799945764,Stub,50713867
42505,Lee In-je,"Korea, South",800115607,Start,50713867
42506,So Kwan-hui,"Korea, South",800191820,Stub,50713867
42507,Park Young-sun,"Korea, South",800258105,Stub,50713867
42508,Pak To-chun,"Korea, South",800270398,Start,50713867
42509,Ju Kyu-chang,"Korea, South",800271205,Stub,50713867
42510,Park Seh-jik,"Korea, South",800303645,Start,50713867
42511,Kang Pan-sok,"Korea, South",800338701,Start,50713867
42512,Han Tae-song (diplomat),"Korea, South",800362043,Stub,50713867
42513,Ri Yong-mu,"Korea, South",800488655,Start,50713867
42514,Choe Chun Sik,"Korea, South",800587230,Stub,50713867
42515,Kim Hong-jip,"Korea, South",800588156,C,50713867
42516,Terauchi Masatake,"Korea, South",800642901,C,50713867
42517,Kwon Young-ghil,"Korea, South",800896932,Stub,50713867
42518,In Jae-keun,"Korea, South",800896981,Stub,50713867
42519,Chough Pyung-ok,"Korea, South",801018765,Stub,50713867
42520,Chun Yung-woo,"Korea, South",801024492,Stub,50713867
42521,Hong Jong-u,"Korea, South",801122572,Stub,50713867
42522,Yamanashi Hanzō,"Korea, South",801307427,C,50713867
42523,Ye Wanyong,"Korea, South",801310400,Start,50713867
42524,Yun Ung-nyeol,"Korea, South",801324100,Start,50713867
42525,Sin Son-ho,"Korea, South",801431787,Start,50713867
42526,Choe Ik-hyeon,"Korea, South",801541610,C,50713867
42527,Pak Yong-sik,"Korea, South",801707343,Start,50713867
42528,Shin Seong-il,"Korea, South",801832752,C,50713867
42529,Kang Kum-sil,"Korea, South",802728876,Stub,50713867
42530,Pak Chang-ok,"Korea, South",802753114,Stub,50713867
42531,Kim Yong-ju,"Korea, South",802853557,Start,50713867
42532,Park Yong-ok,"Korea, South",802955917,Stub,50713867
42533,Nobuyuki Abe,"Korea, South",803168425,C,50713867
42534,Yi Kwang-su,"Korea, South",803170294,C,50713867
42535,Kang Yong-sop,"Korea, South",803189343,Start,50713867
42536,Choi Jong-won,"Korea, South",803198174,C,50713867
42537,Bak Gyusu,"Korea, South",803277194,Start,50713867
42538,Bak Jega,"Korea, South",803277250,Start,50713867
42539,Five Eulsa Traitors,"Korea, South",803329075,Start,50713867
42540,Jeon Hye-sook,"Korea, South",803383030,Stub,50713867
42541,Gapsin Coup,"Korea, South",803610442,Start,50713867
42542,Kim Un-yong,"Korea, South",803838269,Start,50713867
42543,Lee Nak-yeon,"Korea, South",804165412,C,50713867
42544,Kim Koo,"Korea, South",804242783,GA,50713867
42545,Kim Seong-il,"Korea, South",804315050,Start,50713867
42546,Bak Yeonghyo,"Korea, South",804533997,C,50713867
42547,Prince Yangnyeong,"Korea, South",804815562,C,50713867
42548,Park Eun-sik,"Korea, South",804816016,Stub,50713867
42549,Yi Si-yeong,"Korea, South",804816108,Start,50713867
42550,Chang Deok-soo,"Korea, South",804816420,Stub,50713867
42551,Song Jin-woo (journalist),"Korea, South",804816451,Stub,50713867
42552,Sim Sang-jung,"Korea, South",804816596,C,50713867
42553,Kim So-yeon (activist),"Korea, South",804817210,C,50713867
42554,Kim Doo-kwan,"Korea, South",804817589,C,50713867
42555,Yi Yun-yong,"Korea, South",804962117,Stub,50713867
42556,Byeon Yeong-tae,"Korea, South",804962160,Stub,50713867
42557,Lee Beom-seok (foreign minister),"Korea, South",804962170,Stub,50713867
42558,Yoo Chang-soon,"Korea, South",804968129,Stub,50713867
42559,Lee Hyun-jae,"Korea, South",804968364,Stub,50713867
42560,Hyun Soong-jong,"Korea, South",804968483,Stub,50713867
42561,Chung Won-shik,"Korea, South",804968583,Stub,50713867
42562,Yun Byung-se,"Korea, South",804971432,Stub,50713867
42563,Kim Sung-hwan (politician),"Korea, South",804971477,Stub,50713867
42564,Kim Suk-soo,"Korea, South",804971686,Stub,50713867
42565,Kim Hwang-sik,"Korea, South",804971888,C,50713867
42566,Chang Sang,"Korea, South",804972263,Stub,50713867
42567,Moon Hee-sang,"Korea, South",804973495,Stub,50713867
42568,Chang Taek-sang,"Korea, South",805053478,C,50713867
42569,Cho Man-sik,"Korea, South",805106658,B,50713867
42570,"List of members of the South Korean Constituent Assembly, 1948–50","Korea, South",805158721,Stub,50713867
42571,Ho Ka-i,"Korea, South",805206719,C,50713867
42572,Kim Sung-ae,"Korea, South",805207730,C,50713867
42573,Lim Su-kyung,"Korea, South",805293256,C,50713867
42574,Yu Hyeongwon,"Korea, South",805558132,Start,50713867
42575,Yun Seondo,"Korea, South",805559066,Start,50713867
42576,Yun Jeung,"Korea, South",805584958,Stub,50713867
42577,Lee Hoe-yeong,"Korea, South",805596272,Start,50713867
42578,Ban Ki-moon,"Korea, South",805658121,FA,50713867
42579,Pak Hon-yong,"Korea, South",805684300,C,50713867
42580,Choe Manri,"Korea, South",805687729,Start,50713867
42581,List of officials purged and executed by Kim Jong-un,"Korea, South",805695382,Start,50713867
42582,North Korean cult of personality,"Korea, South",805696446,C,50713867
42583,Gim Jip,"Korea, South",805735642,Start,50713867
42584,Kim Rak-gyom,"Korea, South",805787270,Stub,50713867
42585,Ri Man-gon,"Korea, South",805787362,Stub,50713867
42586,Yun Chi-ho,"Korea, South",805789230,C,50713867
42587,Yang Hyong-sop,"Korea, South",805875962,C,50713867
42588,Ki Dong-min,"Korea, South",805956890,Start,50713867
42589,Kang Yong-suk,"Korea, South",805959304,Start,50713867
42590,Shin Sung-mo,"Korea, South",805991409,Stub,50713867
42591,Template:Korea-politician-stub,"Korea, South",806069133,Stub,50713867
42592,Template:Korea-activist-stub,"Korea, South",806069905,Stub,50713867
42593,Chang Sŏng-min,"Korea, South",806073213,Start,50713867
42594,Chun Jung-bae,"Korea, South",806073279,Start,50713867
42595,"List of members of the National Assembly (South Korea), 2012–2016","Korea, South",806073996,Start,50713867
42596,Jeong In-hong,"Korea, South",806121281,Stub,50713867
42597,Han Duck-soo,"Korea, South",806124709,Start,50713867
42598,Roh Tae-woo,"Korea, South",806145466,C,50713867
42599,Han Myeong-sook,"Korea, South",806182207,C,50713867
42600,Choo Mi-ae,"Korea, South",806184478,C,50713867
42601,Kang Nung-su,"Korea, South",806310375,Start,50713867
42602,Na Kyung-won,"Korea, South",806319565,Start,50713867
42603,Jo Yon-jun,"Korea, South",806328792,Stub,50713867
42604,Min Byung-doo,"Korea, South",806399005,Start,50713867
42605,Min Yeong-chan,"Korea, South",806400384,Stub,50713867
42606,Min Won-sik,"Korea, South",806401200,Start,50713867
42607,Sunwoo Hwi,"Korea, South",806403730,C,50713867
42608,Choe Kwang-shik,"Korea, South",806439224,Stub,50713867
42609,Governor-General of Korea,"Korea, South",806461795,C,50713867
42610,Choi Kyu-hah,"Korea, South",806462613,C,50713867
42611,Hong Sook-ja,"Korea, South",806507554,C,50713867
42612,Kim Ki-nam,"Korea, South",806509190,Start,50713867
42613,Won Sei-hoon,"Korea, South",806511942,Stub,50713867
42614,Won Yoo-chul,"Korea, South",806512047,Stub,50713867
42615,Kim Boo-kyum,"Korea, South",806555857,Start,50713867
42616,Kim Hyong-uk,"Korea, South",806556077,Start,50713867
42617,Baek Du-jin,"Korea, South",806590508,Stub,50713867
42618,Kim Hanjung,"Korea, South",806642200,Start,50713867
42619,An Min-chol,"Korea, South",806738559,Stub,50713867
42620,"List of members of the National Assembly (South Korea), 2016–present","Korea, South",806749773,Start,50713867
42621,Park Chung-hee,"Korea, South",806801805,B,50713867
42622,Chun Doo-hwan,"Korea, South",806846283,C,50713867
42623,Roh Moo-hyun,"Korea, South",806852494,B,50713867
42624,Jo So-ang,"Korea, South",806854826,Stub,50713867
42625,Soh Kwang-pom,"Korea, South",806855227,Stub,50713867
42626,Lyuh Woon-hyung,"Korea, South",806885282,C,50713867
42627,Hong Jun-pyo,"Korea, South",806889656,C,50713867
42628,Kim Il (politician),"Korea, South",806983342,Stub,50713867
42629,Lee Jung-hee,"Korea, South",807021657,Start,50713867
42630,Song Yo-chan,"Korea, South",807029190,Start,50713867
42631,Kitack Lim,"Korea, South",807057020,Start,50713867
42632,Park Geun-hye,"Korea, South",807060237,C,50713867
42633,Do Jong-hwan,"Korea, South",807122658,Start,50713867
42634,Assassination of Park Chung-hee,"Korea, South",807142261,C,50713867
